Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_1,Outlet_Size_2,Outlet_Size_3,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDJ36,14.5,1.4753991995502782,Baking Goods,102.7332,OUT010,1998,205.0664,15,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
NCL53,7.5,1.5488962242999742,Health and Hygiene,177.4028,OUT010,1998,354.2056,15,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
NCX05,15.2,0.850026309829774,Health and Hygiene,114.8492,OUT045,2002,1506.0396,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
FDO21,11.6,0.9982613133090636,Snack Foods,226.2404,OUT046,1997,1800.3232,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
NCF07,9.0,1.0030282405352546,Household,102.0016,OUT018,2009,1518.024,4,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
FDU20,19.35,0.9019799614190114,Fruits and Vegetables,119.7098,OUT013,1987,1325.6078,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDK09,15.2,1.3525086586868664,Snack Foods,228.0352,OUT010,1998,458.0704,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDY57,20.2,0.9980583944951276,Snack Foods,97.5752,OUT035,2004,1534.0032,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDD51,11.15,0.8906112529031754,Dairy,45.2744,OUT027,1985,905.488,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDA49,19.7,0.8045806093782936,Canned,87.4198,OUT027,1985,2267.7148,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDG33,5.365,0.8747287933709297,Seafood,171.0764,OUT046,1997,3263.7516,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDG35,21.2,0.8333333333333334,Starchy Foods,173.6738,OUT049,1999,2954.1546,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDC52,11.15,0.8424433154192827,Dairy,150.6708,OUT045,2002,2106.5912,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDS34,19.35,1.0048108480733977,Snack Foods,112.7518,OUT017,2007,683.1108,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
NCY05,13.5,1.0006748202158555,Health and Hygiene,33.3874,OUT049,1999,282.2992,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
FDO46,9.6,1.0284253916709158,Snack Foods,188.1872,OUT035,2004,1701.7848,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDY20,12.5,0.99946534130409,Fruits and Vegetables,91.7488,OUT049,1999,1358.232,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDA13,15.85,0.9132444889223921,Canned,36.3506,OUT035,2004,607.2096,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDS04,10.195,0.916090300733069,Frozen Foods,141.7838,OUT013,1987,1685.8056,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDU51,20.2,1.0046694517129762,Meat,178.6028,OUT017,2007,2302.3364,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDK50,7.96,1.0699232391027633,Canned,161.8894,OUT018,2009,2750.4198,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDO60,20.0,0.9170334192788966,Baking Goods,45.4086,OUT013,1987,981.3892,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDM13,6.425,0.8848708832967346,Breakfast,133.0626,OUT017,2007,1442.7886,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDU12,15.5,0.8590085651180697,Baking Goods,262.7568,OUT027,1985,7646.0472,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
NCG54,12.1,1.003757629224433,Household,170.9106,OUT018,2009,1539.9954,4,True,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
FDH40,11.6,1.5038926558713095,Frozen Foods,82.2276,OUT010,1998,243.6828,15,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
NCI06,11.3,1.5204616530404076,Household,179.166,OUT019,1985,359.532,28,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
FDA58,9.395,1.000151378243937,Snack Foods,236.9932,OUT035,2004,4242.4776,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDJ02,17.2,0.845463649205764,Canned,147.0418,OUT017,2007,2354.2688,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDP21,7.42,0.8445118663283548,Snack Foods,188.9872,OUT018,2009,2458.1336,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDN57,18.25,0.9026478739310473,Snack Foods,142.0154,OUT035,2004,2127.231,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDV26,20.25,0.9129887741217568,Dairy,193.3794,OUT027,1985,8388.4142,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDZ21,17.6,0.9231753197192463,Snack Foods,94.641,OUT049,1999,2799.689,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDG21,17.35,0.8898223432446343,Seafood,148.705,OUT027,1985,1797.66,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDF26,6.825,0.9017921047966874,Canned,155.1998,OUT018,2009,2460.7968,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDC39,7.405,1.064695753178851,Dairy,208.9296,OUT013,1987,2700.4848,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDQ24,15.7,0.8713198530325227,Baking Goods,250.5724,OUT018,2009,4026.7584,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDC41,15.6,0.8354409957941831,Frozen Foods,75.667,OUT017,2007,1301.639,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
NCO14,9.6,1.4750763652476426,Household,44.2086,OUT010,1998,44.6086,15,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
FDE05,10.895,0.9020363149977647,Frozen Foods,144.0102,OUT027,1985,5394.9774,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDW52,14.0,0.9947753616223289,Frozen Foods,163.1526,OUT027,1985,3946.8624,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDL36,15.1,0.8260393446843844,Baking Goods,88.183,OUT027,1985,1438.128,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDS04,10.195,0.9166799169793184,Frozen Foods,139.0838,OUT035,2004,3652.5788,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
NCC18,19.1,0.9228711856831644,Household,172.4422,OUT049,1999,3621.2862,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
FDN01,8.895,0.8279996580134366,Breakfast,175.937,OUT018,2009,529.311,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDY02,8.945,1.3806031416540738,Dairy,262.291,OUT010,1998,1314.955,15,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDV15,10.3,0.8929493689057848,Meat,103.7648,OUT017,2007,2804.3496,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDC34,16.0,0.8896773361480823,Snack Foods,155.2972,OUT045,2002,3894.93,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDX10,6.385,1.0049424257795148,Snack Foods,34.3874,OUT017,2007,388.1614,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
NCF19,13.0,0.8680978703082788,Household,47.9034,OUT013,1987,583.2408,26,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
FDE17,20.1,1.025203418996135,Frozen Foods,150.9366,OUT017,2007,3476.1418,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDJ08,11.1,0.8709590462786425,Fruits and Vegetables,189.2846,OUT018,2009,3630.6074,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
NCN53,5.175,0.8298212272664269,Health and Hygiene,35.4874,OUT013,1987,388.1614,26,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
FDC16,11.5,0.875,Dairy,88.254,OUT046,1997,1298.31,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDO15,16.75,0.8915688713820548,Meat,73.7038,OUT018,2009,1404.1722,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDQ23,6.55,0.8652544741187744,Breads,102.3332,OUT027,1985,1948.1308,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
DRF37,17.25,1.1216218284425674,Soft Drinks,261.591,OUT013,1987,3418.883,26,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
FDN40,5.88,1.0648197730260252,Frozen Foods,155.3998,OUT035,2004,2153.1972,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDN24,14.1,0.8647959081273825,Baking Goods,54.2956,OUT027,1985,1310.2944,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDF16,7.3,0.8533150975326811,Frozen Foods,147.6076,OUT017,2007,3251.7672,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDH27,7.075,0.8490318453467789,Dairy,143.0128,OUT049,1999,1150.5024,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDY52,6.365,0.857142857142857,Frozen Foods,59.7536,OUT017,2007,980.0576,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
NCH55,16.35,0.8206470743393797,Household,125.202,OUT027,1985,2783.044,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
NCH18,9.3,0.8989004224588613,Household,247.0802,OUT035,2004,1228.401,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
DRC01,5.92,0.9981558197827879,Soft Drinks,50.3692,OUT013,1987,591.2304,26,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
NCO14,9.6,0.8811099645177317,Household,42.6086,OUT035,2004,133.8258,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
DRG39,14.15,0.9981274154760461,Dairy,52.0982,OUT046,1997,578.5802,16,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
DRK13,11.8,0.998234479524383,Soft Drinks,198.2084,OUT013,1987,3769.7596,26,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
FDD41,6.765,1.001433097196297,Frozen Foods,106.1306,OUT045,2002,1672.4896,11,False,True,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDQ19,7.349999999999999,0.8523561799600813,Fruits and Vegetables,242.6512,OUT027,1985,12117.56,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDX58,13.15,1.5431712531170299,Snack Foods,181.695,OUT010,1998,549.285,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDK40,7.035,1.0830064358292983,Frozen Foods,263.191,OUT027,1985,6574.775,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDI52,18.7,1.003600453305026,Frozen Foods,122.9072,OUT017,2007,490.0288,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDT28,13.3,0.997801190512972,Frozen Foods,149.9708,OUT013,1987,2106.5912,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDH52,9.42,0.8041638280009159,Frozen Foods,61.5194,OUT017,2007,866.8716,6,False,True,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDZ38,17.6,0.8882406133053948,Dairy,170.4422,OUT046,1997,2759.0752,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDF12,8.235,1.0046378263432354,Baking Goods,149.3076,OUT017,2007,1921.4988,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
NCE06,5.825,0.7745973836468083,Household,162.6894,OUT027,1985,2588.6304,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDO45,13.15,1.0001428269925108,Snack Foods,89.6856,OUT049,1999,703.0848,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
NCS18,12.65,1.0006622862811352,Household,106.3938,OUT045,2002,3751.783,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
NCE54,20.7,0.9191043734307505,Household,73.2354,OUT045,2002,1504.708,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
FDB50,13.0,0.9993671601006259,Canned,76.7986,OUT045,2002,2648.5524,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDZ20,16.1,0.9275606087000495,Fruits and Vegetables,256.1356,OUT045,2002,6358.39,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDB11,16.0,1.0003838154711926,Starchy Foods,226.2404,OUT045,2002,4725.8484,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
FDU22,12.35,0.8333333333333333,Snack Foods,118.9124,OUT013,1987,3199.8348,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDY48,14.0,0.8917236504936732,Baking Goods,103.1332,OUT018,2009,1948.1308,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
NCP30,20.5,0.9992487803342646,Household,40.0822,OUT035,2004,1257.0304,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
FDD08,8.3,0.9989084100430194,Fruits and Vegetables,38.0506,OUT035,2004,531.3084,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
NCG42,19.2,1.0418694419782888,Household,130.131,OUT049,1999,1038.648,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
NCT30,9.1,0.8114755192284159,Household,46.9718,OUT017,2007,850.8924,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
FDT37,14.15,0.8754482181025347,Canned,255.5014,OUT013,1987,5355.0294,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDU04,7.93,0.953293098054507,Frozen Foods,122.1414,OUT049,1999,2924.1936,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
NCH30,17.1,0.9179679624209948,Household,114.386,OUT046,1997,1245.046,16,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
DRG37,16.2,0.9016009580045615,Soft Drinks,154.6972,OUT013,1987,1713.7692,26,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
FDS13,6.465,0.8241922908711373,Canned,264.7884,OUT046,1997,3709.8376,16,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDQ47,7.155,0.8830336898061053,Breads,34.3874,OUT018,2009,670.4606,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDY26,20.6,0.8812265421930165,Dairy,212.6244,OUT035,2004,3599.3148,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDB14,20.25,0.921359563627653,Canned,94.612,OUT018,2009,652.484,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDV45,16.75,1.580849926839853,Snack Foods,189.5556,OUT019,1985,1126.5336,28,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDR23,15.85,0.8473213972837578,Breads,177.437,OUT018,2009,5645.984,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
NCS29,9.0,0.8878574070654831,Health and Hygiene,266.6884,OUT013,1987,3974.826,26,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
FDK33,17.85,0.884439138385502,Snack Foods,213.456,OUT027,1985,4261.12,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDW24,6.8,0.8449304285013698,Baking Goods,50.0034,OUT027,1985,1992.7394,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDR08,18.7,0.8926048809287159,Fruits and Vegetables,111.1886,OUT017,2007,2334.9606,6,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False
FDB45,20.85,0.8871378426215425,Fruits and Vegetables,104.9306,OUT013,1987,2299.6732,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDW32,18.35,0.8297016964135547,Fruits and Vegetables,83.9882,OUT013,1987,1202.4348,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDN21,18.6,0.9029809769391063,Snack Foods,162.2236,OUT035,2004,2900.2248,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDH56,9.8,0.8300826188508649,Fruits and Vegetables,117.3492,OUT035,2004,810.9444,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDQ07,15.1,1.0009914145243863,Fruits and Vegetables,219.8456,OUT049,1999,6189.2768,14,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
FDU58,6.61,0.8873601862623547,Snack Foods,188.7898,OUT027,1985,2057.9878,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDK36,7.09,0.9992092878531784,Baking Goods,48.1034,OUT013,1987,1069.2748,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
NCG18,15.3,0.8874823042860157,Household,102.8332,OUT027,1985,2768.3964,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDQ26,13.5,1.0147523017239028,Dairy,57.2562,OUT027,1985,2073.967,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
DRL47,19.7,1.0374013378752727,Hard Drinks,127.5362,OUT027,1985,1006.6896,28,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
DRJ11,9.5,0.7777777777777777,Hard Drinks,188.9872,OUT017,2007,1323.6104,6,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False
FDB41,19.0,0.8107634583621991,Frozen Foods,48.6718,OUT018,2009,614.5334,4,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
NCA06,20.5,1.0202272409528785,Household,37.919,OUT046,1997,183.095,16,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
NCZ41,19.85,1.0420433652394434,Health and Hygiene,125.2704,OUT045,2002,2127.8968,11,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
NCD54,21.1,0.908074911869545,Household,145.7786,OUT017,2007,1444.786,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
FDM34,19.0,0.8518312965623069,Snack Foods,132.9626,OUT027,1985,3279.065,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDL57,15.1,0.8871626571293166,Snack Foods,260.3304,OUT013,1987,5424.9384,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
NCD30,19.7,1.1233920834321829,Household,98.7726,OUT013,1987,1859.5794,26,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
FDH17,16.2,0.9021677758047831,Frozen Foods,97.3726,OUT046,1997,2055.3246,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDD57,18.1,0.911862762400883,Fruits and Vegetables,96.5094,OUT035,2004,1332.9316,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDC58,10.195,1.0436377940457293,Snack Foods,42.5428,OUT018,2009,878.856,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDX47,6.55,0.9024711144242771,Breads,157.8288,OUT046,1997,2514.0608,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDC50,15.85,0.9186779923642999,Canned,94.4094,OUT045,2002,1428.141,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
NCS53,14.5,0.9094169208731897,Health and Hygiene,157.3604,OUT027,1985,6021.4952,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDY13,12.1,0.9053675060936741,Canned,75.267,OUT018,2009,612.536,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
FDP44,16.5,0.8985238413433463,Fruits and Vegetables,100.6332,OUT035,2004,1537.998,9,False,True,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDH60,19.7,1.65813168950544,Baking Goods,197.311,OUT019,1985,392.822,28,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
FDR02,16.7,1.524348790031923,Dairy,109.1886,OUT010,1998,222.3772,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDK48,7.445,1.0354841879734493,Baking Goods,76.7354,OUT027,1985,2783.7098,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDO24,11.1,1.537040029818387,Baking Goods,159.0604,OUT010,1998,792.302,15,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
FDE20,11.35,0.9979323729265897,Fruits and Vegetables,168.279,OUT013,1987,2376.906,26,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
FDM04,9.195,0.9982923391072974,Frozen Foods,53.1666,OUT046,1997,768.999,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
NCH07,13.15,1.453369529961735,Household,160.4604,OUT019,1985,316.9208,28,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
DRP35,18.85,0.9140074936183383,Hard Drinks,127.3336,OUT046,1997,3962.8416,16,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
FDO11,8.0,0.8564380412650598,Breads,250.3092,OUT046,1997,6723.2484,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
NCM30,19.1,0.9024711198579153,Household,41.9796,OUT046,1997,701.7532,16,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
DRF27,8.93,0.9092044623716021,Dairy,152.234,OUT027,1985,1071.938,28,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
NCR18,15.85,0.9938769198941095,Household,44.4112,OUT027,1985,767.0016,28,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
FDS48,15.15,0.8048394674935984,Baking Goods,149.4708,OUT027,1985,3159.8868,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDO32,6.36,1.0006230333974138,Fruits and Vegetables,46.506,OUT049,1999,652.484,14,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
NCP05,19.6,0.9640841088007988,Health and Hygiene,151.7024,OUT017,2007,2884.2456,6,True,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False
FDF44,7.17,0.9946353255632857,Fruits and Vegetables,130.9968,OUT027,1985,4828.3816,28,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDX56,17.1,0.8945235456745746,Fruits and Vegetables,209.0638,OUT046,1997,3520.0846,16,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
FDE46,18.6,0.8844974614557274,Snack Foods,150.7366,OUT027,1985,906.8196,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
FDQ09,7.235000000000001,1.0236387385374786,Snack Foods,113.2834,OUT027,1985,4376.9692,28,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
NCB54,8.76,0.9965636716686089,Health and Hygiene,126.7336,OUT013,1987,639.168,26,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False
NCV18,6.775,0.9988924569862314,Household,84.225,OUT035,2004,3162.55,9,True,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
NCG55,16.25,1.1263421466880263,Household,116.1176,OUT049,1999,2633.9048,14,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
FDV14,19.85,0.999633160540531,Dairy,89.4856,OUT035,2004,1054.6272,9,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
FDT31,19.75,0.9970937587280232,Fruits and Vegetables,189.9872,OUT013,1987,3781.744,26,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
DRD12,6.96,1.0210764398190113,Soft Drinks,91.4146,OUT045,2002,638.5022,11,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
FDZ40,8.935,1.0023755093803084,Frozen Foods,53.7298,OUT018,2009,593.2278,4,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False
DRI11,8.26,1.3903122059922124,Hard Drinks,113.7834,OUT010,1998,115.1834,15,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FDP23,6.71,1.0435000621633932,Breads,218.3166,OUT045,2002,1959.4494,11,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False
